Date,Detail,Customer/Supplier name,Dr,Cr,Balance
2024-08-02,Receipt,Jupiter Energy,0.0,2881.48,-2493162.7199999997
2024-08-02,Receipt,Cash Customer,0.0,29129.36,-2464033.36
2024-08-02,Receipt,Giga Haulers,0.0,8524.16,-2455509.1999999997
2024-08-02,Receipt,MaxDrive Ltd,0.0,4811.76,-2450697.44
2024-08-02,Receipt,Ivy Fuels,0.0,4779.72,-2445917.7199999997
2024-08-02,Receipt,Cash Customer,0.0,27337.5,-2418580.2199999997
2024-08-03,Payment,Engen,32700.0,0.0,-2451280.2199999997
2024-08-03,Payment,Engen,30500.0,0.0,-2481780.2199999997
2024-08-03,Receipt,Cash Customer,0.0,18775.04,-2463005.1799999997
2024-08-03,Receipt,Jupiter Energy,0.0,4890.84,-2458114.34
2024-08-03,Receipt,Delta Haulage,0.0,2524.34,-2455590.0
2024-08-03,Receipt,Alpha Transport,0.0,10805.05,-2444784.95
2024-08-03,Receipt,Delta Haulage,0.0,11753.46,-2433031.49
2024-08-03,Receipt,Delta Haulage,0.0,6575.96,-2426455.5300000003
2024-08-03,Receipt,Cash Customer,0.0,23573.55,-2402881.9800000004
2024-08-04,Payment,Engen,21800.0,0.0,-2424681.9800000004
2024-08-04,Payment,Engen,28000.0,0.0,-2452681.9800000004
2024-08-04,Payment,Engen,16050.0,0.0,-2468731.9800000004
2024-08-04,Payment,Engen,33500.0,0.0,-2502231.9800000004
2024-08-04,Receipt,Cash Customer,0.0,26742.96,-2475489.0200000005
2024-08-04,Payment,Engen,24000.0,0.0,-2499489.0200000005
2024-08-04,Payment,Engen,39900.0,0.0,-2539389.0200000005
2024-08-04,Receipt,Ivy Fuels,0.0,6213.76,-2533175.2600000007
2024-08-04,Receipt,Ivy Fuels,0.0,9876.96,-2523298.3000000007
2024-08-04,Receipt,Giga Haulers,0.0,12475.2,-2510823.1000000006
2024-08-04,Receipt,Falcon Movers,0.0,10505.35,-2500317.7500000005
2024-08-04,Receipt,Jupiter Energy,0.0,4513.5,-2495804.2500000005
2024-08-04,Receipt,Alpha Transport,0.0,7872.09,-2487932.1600000006
2024-08-04,Receipt,Cash Customer,0.0,18135.07,-2469797.090000001
2024-08-04,Payment,Engen,29750.0,0.0,-2499547.090000001
2024-08-05,Payment,Engen,30000.0,0.0,-2529547.090000001
2024-08-05,Payment,Engen,17100.0,0.0,-2546647.090000001
2024-08-05,Receipt,Giga Haulers,0.0,3336.0,-2543311.090000001
2024-08-05,Payment,Engen,39000.0,0.0,-2582311.090000001
2024-08-05,Receipt,Cash Customer,0.0,19680.0,-2562631.090000001
2024-08-05,Receipt,Cash Customer,0.0,19241.74,-2543389.3500000006
2024-08-05,Payment,Engen,25200.0,0.0,-2568589.3500000006
2024-08-05,Receipt,Ivy Fuels,0.0,2862.16,-2565727.1900000004
2024-08-05,Receipt,Falcon Movers,0.0,8517.4,-2557209.7900000005
2024-08-05,Payment,Engen,37200.0,0.0,-2594409.7900000005
2024-08-05,Payment,Engen,22600.0,0.0,-2617009.7900000005
2024-08-05,Payment,Engen,29250.0,0.0,-2646259.7900000005
2024-08-05,Payment,Engen,19050.0,0.0,-2665309.7900000005
2024-08-05,Payment,Engen,16800.0,0.0,-2682109.7900000005
2024-08-05,Payment,Engen,17850.0,0.0,-2699959.7900000005
2024-08-06,Payment,Engen,16950.0,0.0,-2716909.7900000005
2024-08-06,Payment,Engen,26750.0,0.0,-2743659.7900000005
2024-08-06,Payment,Engen,33600.0,0.0,-2777259.7900000005
2024-08-06,Payment,Engen,15900.0,0.0,-2793159.7900000005
2024-08-06,Payment,Engen,27000.0,0.0,-2820159.7900000005
2024-08-06,Payment,Engen,17100.0,0.0,-2837259.7900000005
2024-08-06,Payment,Engen,35100.0,0.0,-2872359.7900000005
2024-08-06,Receipt,Cash Customer,0.0,28198.65,-2844161.1400000006
2024-08-06,Payment,Engen,37200.0,0.0,-2881361.1400000006
2024-08-06,Receipt,Alpha Transport,0.0,3318.7,-2878042.4400000004
2024-08-06,Receipt,Delta Haulage,0.0,7086.44,-2870956.0000000005
2024-08-06,Receipt,Jupiter Energy,0.0,10524.28,-2860431.7200000007
2024-08-06,Receipt,Nexus Fuels,0.0,11302.56,-2849129.1600000006
2024-08-06,Receipt,Cash Customer,0.0,25541.04,-2823588.1200000006
2024-08-07,Payment,Engen,31500.0,0.0,-2855088.1200000006
2024-08-07,Payment,Engen,25600.0,0.0,-2880688.1200000006
2024-08-07,Payment,Engen,24000.0,0.0,-2904688.1200000006
2024-08-07,Payment,Engen,27750.0,0.0,-2932438.1200000006
2024-08-07,Receipt,Beta Logistics,0.0,5878.32,-2926559.8000000007
2024-08-07,Payment,Engen,19650.0,0.0,-2946209.8000000007
2024-08-07,Receipt,Ivy Fuels,0.0,3960.6,-2942249.2000000007
2024-08-07,Receipt,Cash Customer,0.0,23170.32,-2919078.880000001
2024-08-07,Receipt,Civic Petroleum,0.0,8851.53,-2910227.350000001
2024-08-07,Receipt,Lumen Traders,0.0,7351.47,-2902875.880000001
2024-08-07,Payment,Engen,23200.0,0.0,-2926075.880000001
2024-08-07,Receipt,Cash Customer,0.0,21230.75,-2904845.130000001
2024-08-08,Receipt,Helix Petroleum,0.0,11486.58,-2893358.5500000007
2024-08-08,Receipt,Giga Haulers,0.0,11019.83,-2882338.7200000007
2024-08-08,Payment,Engen,31750.0,0.0,-2914088.7200000007
2024-08-08,Receipt,Cash Customer,0.0,17952.39,-2896136.3300000005
2024-08-08,Receipt,Omega Cargo,0.0,4915.82,-2891220.5100000007
2024-08-08,Receipt,Cash Customer,0.0,27845.67,-2863374.840000001
2024-08-08,Receipt,Kappa Transporters,0.0,7295.85,-2856078.9900000007
2024-08-08,Receipt,Delta Haulage,0.0,3586.7,-2852492.2900000005
2024-08-09,Receipt,Alpha Transport,0.0,4077.45,-2848414.8400000003
2024-08-09,Receipt,Helix Petroleum,0.0,5613.74,-2842801.1
2024-08-09,Receipt,Helix Petroleum,0.0,7169.48,-2835631.62
2024-08-09,Receipt,Jupiter Energy,0.0,6550.44,-2829081.18
2024-08-09,Receipt,Cash Customer,0.0,23707.84,-2805373.3400000003
2024-08-09,Receipt,Cash Customer,0.0,19151.6,-2786221.74
2024-08-09,Payment,Engen,18600.0,0.0,-2804821.74
2024-08-09,Payment,Engen,23800.0,0.0,-2828621.74
2024-08-09,Payment,Engen,31500.0,0.0,-2860121.74
2024-08-09,Payment,Engen,23200.0,0.0,-2883321.74
2024-08-09,Payment,Engen,31800.0,0.0,-2915121.74
2024-08-10,Receipt,Cash Customer,0.0,29328.12,-2885793.62
2024-08-10,Receipt,Lumen Traders,0.0,6958.32,-2878835.3000000003
2024-08-10,Receipt,Omega Cargo,0.0,11004.0,-2867831.3000000003
2024-08-10,Receipt,Alpha Transport,0.0,5038.13,-2862793.1700000004
2024-08-10,Receipt,Alpha Transport,0.0,12454.81,-2850338.3600000003
2024-08-10,Receipt,Kappa Transporters,0.0,3974.04,-2846364.3200000003
2024-08-10,Payment,Engen,32250.0,0.0,-2878614.3200000003
2024-08-10,Receipt,Lumen Traders,0.0,2437.05,-2876177.2700000005
2024-08-10,Payment,Engen,17100.0,0.0,-2893277.2700000005
2024-08-10,Receipt,Cash Customer,0.0,20212.96,-2873064.3100000005
2024-08-10,Payment,Engen,18450.0,0.0,-2891514.3100000005
2024-08-11,Payment,Engen,18900.0,0.0,-2910414.3100000005
2024-08-11,Payment,Engen,23200.0,0.0,-2933614.3100000005
2024-08-11,Receipt,Cash Customer,0.0,27686.4,-2905927.9100000006
2024-08-11,Receipt,Ivy Fuels,0.0,7690.34,-2898237.5700000008
2024-08-11,Receipt,Giga Haulers,0.0,3606.76,-2894630.810000001
2024-08-11,Payment,Engen,22200.0,0.0,-2916830.810000001
2024-08-11,Receipt,Civic Petroleum,0.0,3132.15,-2913698.660000001
2024-08-11,Receipt,Cash Customer,0.0,22450.42,-2891248.240000001
2024-08-11,Payment,Engen,16350.0,0.0,-2907598.240000001
2024-08-11,Payment,Engen,30250.0,0.0,-2937848.240000001
2024-08-11,Payment,Engen,26200.0,0.0,-2964048.240000001
2024-08-11,Payment,Engen,33500.0,0.0,-2997548.240000001
2024-08-11,Payment,Engen,29500.0,0.0,-3027048.240000001
2024-08-11,Payment,Engen,19500.0,0.0,-3046548.240000001
2024-08-11,Payment,Engen,34800.0,0.0,-3081348.240000001
2024-08-12,Receipt,Kappa Transporters,0.0,10894.5,-3070453.740000001
2024-08-12,Receipt,MaxDrive Ltd,0.0,1821.25,-3068632.490000001
2024-08-12,Receipt,Beta Logistics,0.0,1772.53,-3066859.9600000014
2024-08-12,Receipt,Cash Customer,0.0,24643.97,-3042215.990000001
2024-08-12,Receipt,Cash Customer,0.0,20342.97,-3021873.020000001
2024-08-12,Payment,Engen,38400.0,0.0,-3060273.020000001
2024-08-12,Payment,Engen,32000.0,0.0,-3092273.020000001
2024-08-12,Payment,Engen,23800.0,0.0,-3116073.020000001
2024-08-12,Payment,Engen,30500.0,0.0,-3146573.020000001
2024-08-12,Payment,Engen,17550.0,0.0,-3164123.020000001
2024-08-12,Payment,Engen,18450.0,0.0,-3182573.020000001
2024-08-12,Payment,Engen,25400.0,0.0,-3207973.020000001
2024-08-12,Payment,Engen,37800.0,0.0,-3245773.020000001
2024-08-12,Receipt,Jupiter Energy,0.0,1783.52,-3243989.500000001
2024-08-13,Payment,Engen,30500.0,0.0,-3274489.500000001
2024-08-13,Payment,Engen,37500.0,0.0,-3311989.500000001
2024-08-13,Payment,Engen,31000.0,0.0,-3342989.500000001
2024-08-13,Payment,Engen,32500.0,0.0,-3375489.500000001
2024-08-13,Receipt,Cash Customer,0.0,16354.5,-3359135.000000001
2024-08-13,Receipt,Cash Customer,0.0,24676.0,-3334459.000000001
2024-08-13,Receipt,Helix Petroleum,0.0,5378.32,-3329080.680000001
2024-08-13,Receipt,Alpha Transport,0.0,3833.15,-3325247.530000001
2024-08-13,Payment,Engen,28000.0,0.0,-3353247.530000001
2024-08-13,Payment,Engen,19950.0,0.0,-3373197.530000001
2024-08-13,Receipt,Lumen Traders,0.0,3993.1,-3369204.430000001
2024-08-13,Receipt,Helix Petroleum,0.0,10241.35,-3358963.080000001
2024-08-14,Payment,Engen,38700.0,0.0,-3397663.080000001
2024-08-14,Payment,Engen,26000.0,0.0,-3423663.080000001
2024-08-14,Receipt,MaxDrive Ltd,0.0,4418.64,-3419244.440000001
2024-08-14,Receipt,Cash Customer,0.0,15517.88,-3403726.560000001
2024-08-14,Receipt,Delta Haulage,0.0,2184.6,-3401541.960000001
2024-08-14,Receipt,Helix Petroleum,0.0,7972.02,-3393569.940000001
2024-08-14,Payment,Engen,26750.0,0.0,-3420319.940000001
2024-08-14,Payment,Engen,23000.0,0.0,-3443319.940000001
2024-08-14,Payment,Engen,38100.0,0.0,-3481419.940000001
2024-08-14,Payment,Engen,33250.0,0.0,-3514669.940000001
2024-08-14,Receipt,Cash Customer,0.0,20149.74,-3494520.2000000007
2024-08-14,Receipt,Omega Cargo,0.0,5215.41,-3489304.7900000005
2024-08-15,Payment,Engen,24000.0,0.0,-3513304.7900000005
2024-08-15,Receipt,Cash Customer,0.0,17575.92,-3495728.8700000006
2024-08-15,Receipt,Giga Haulers,0.0,8752.51,-3486976.360000001
2024-08-15,Receipt,Lumen Traders,0.0,5852.25,-3481124.110000001
2024-08-15,Receipt,Kappa Transporters,0.0,6150.0,-3474974.110000001
2024-08-15,Receipt,Civic Petroleum,0.0,5690.8,-3469283.310000001
2024-08-15,Payment,Engen,21000.0,0.0,-3490283.310000001
2024-08-15,Payment,Engen,26600.0,0.0,-3516883.310000001
2024-08-15,Payment,Engen,28500.0,0.0,-3545383.310000001
2024-08-15,Payment,Engen,17100.0,0.0,-3562483.310000001
2024-08-15,Payment,Engen,22000.0,0.0,-3584483.310000001
2024-08-15,Payment,Engen,36600.0,0.0,-3621083.310000001
2024-08-15,Payment,Engen,18300.0,0.0,-3639383.310000001
2024-08-15,Receipt,Cash Customer,0.0,19299.28,-3620084.030000001
2024-08-16,Payment,Engen,26750.0,0.0,-3646834.030000001
2024-08-16,Payment,Engen,19200.0,0.0,-3666034.030000001
2024-08-16,Payment,Engen,18150.0,0.0,-3684184.030000001
2024-08-16,Payment,Engen,18900.0,0.0,-3703084.030000001
2024-08-16,Payment,Engen,25000.0,0.0,-3728084.030000001
2024-08-16,Receipt,Beta Logistics,0.0,4367.73,-3723716.300000001
2024-08-16,Receipt,Beta Logistics,0.0,8431.5,-3715284.800000001
2024-08-16,Receipt,Delta Haulage,0.0,5300.48,-3709984.320000001
2024-08-16,Receipt,Nexus Fuels,0.0,3709.1,-3706275.220000001
2024-08-16,Receipt,Cash Customer,0.0,13921.19,-3692354.030000001
2024-08-16,Receipt,Cash Customer,0.0,19269.04,-3673084.990000001
2024-08-16,Payment,Engen,21000.0,0.0,-3694084.990000001
2024-08-16,Receipt,Alpha Transport,0.0,5730.35,-3688354.640000001
2024-08-17,Payment,Engen,21400.0,0.0,-3709754.640000001
2024-08-17,Payment,Engen,23800.0,0.0,-3733554.640000001
2024-08-17,Payment,Engen,33600.0,0.0,-3767154.640000001
2024-08-17,Payment,Engen,16800.0,0.0,-3783954.640000001
2024-08-17,Payment,Engen,25200.0,0.0,-3809154.640000001
2024-08-17,Payment,Engen,32400.0,0.0,-3841554.640000001
2024-08-17,Receipt,Cash Customer,0.0,18119.37,-3823435.270000001
2024-08-17,Receipt,Cash Customer,0.0,14754.48,-3808680.790000001
2024-08-17,Receipt,Beta Logistics,0.0,11404.2,-3797276.590000001
2024-08-17,Receipt,Civic Petroleum,0.0,6828.39,-3790448.2000000007
2024-08-17,Receipt,Nexus Fuels,0.0,9977.76,-3780470.440000001
2024-08-17,Receipt,Helix Petroleum,0.0,10905.22,-3769565.2200000007
2024-08-17,Payment,Engen,17550.0,0.0,-3787115.2200000007
2024-08-18,Receipt,Cash Customer,0.0,19475.91,-3767639.3100000005
2024-08-18,Receipt,Cash Customer,0.0,28914.38,-3738724.9300000006
2024-08-18,Receipt,Omega Cargo,0.0,6683.6,-3732041.3300000005
2024-08-18,Receipt,Giga Haulers,0.0,2487.84,-3729553.4900000007
2024-08-18,Receipt,Falcon Movers,0.0,5589.96,-3723963.5300000007
2024-08-18,Payment,Engen,34500.0,0.0,-3758463.5300000007
2024-08-18,Payment,Engen,34200.0,0.0,-3792663.5300000007
2024-08-18,Payment,Engen,24800.0,0.0,-3817463.5300000007
2024-08-19,Payment,Engen,39600.0,0.0,-3857063.5300000007
2024-08-19,Receipt,Eagle Freight,0.0,9515.88,-3847547.650000001
2024-08-19,Receipt,Omega Cargo,0.0,4416.0,-3843131.650000001
2024-08-19,Receipt,Lumen Traders,0.0,4113.33,-3839018.3200000008
2024-08-19,Receipt,Beta Logistics,0.0,10625.03,-3828393.290000001
2024-08-19,Receipt,Cash Customer,0.0,23144.55,-3805248.740000001
2024-08-19,Receipt,Cash Customer,0.0,27663.4,-3777585.3400000012
2024-08-19,Payment,Engen,30000.0,0.0,-3807585.3400000012
2024-08-19,Payment,Engen,33000.0,0.0,-3840585.3400000012
2024-08-19,Payment,Engen,22800.0,0.0,-3863385.3400000012
2024-08-19,Payment,Engen,32000.0,0.0,-3895385.3400000012
2024-08-19,Payment,Engen,37800.0,0.0,-3933185.3400000012
2024-08-19,Payment,Engen,22600.0,0.0,-3955785.3400000012
2024-08-19,Payment,Engen,26000.0,0.0,-3981785.3400000012
2024-08-19,Payment,Engen,18150.0,0.0,-3999935.3400000012
2024-08-19,Payment,Engen,31750.0,0.0,-4031685.3400000012
2024-08-19,Payment,Engen,18600.0,0.0,-4050285.3400000012
2024-08-20,Receipt,Cash Customer,0.0,23471.84,-4026813.5000000014
2024-08-20,Receipt,Alpha Transport,0.0,10963.26,-4015850.2400000016
2024-08-20,Receipt,Delta Haulage,0.0,7731.75,-4008118.4900000016
2024-08-20,Receipt,Alpha Transport,0.0,4055.73,-4004062.7600000016
2024-08-20,Receipt,Helix Petroleum,0.0,3455.06,-4000607.7000000016
2024-08-20,Receipt,Lumen Traders,0.0,4617.6,-3995990.1000000015
2024-08-20,Receipt,MaxDrive Ltd,0.0,10587.92,-3985402.1800000016
2024-08-20,Payment,Engen,26250.0,0.0,-4011652.1800000016
2024-08-20,Payment,Engen,37200.0,0.0,-4048852.1800000016
2024-08-20,Receipt,Cash Customer,0.0,22388.6,-4026463.5800000015
2024-08-21,Payment,Engen,32750.0,0.0,-4059213.5800000015
2024-08-21,Payment,Engen,16500.0,0.0,-4075713.5800000015
2024-08-21,Payment,Engen,19200.0,0.0,-4094913.5800000015
2024-08-21,Receipt,Kappa Transporters,0.0,2498.06,-4092415.5200000014
2024-08-21,Receipt,Jupiter Energy,0.0,8495.97,-4083919.550000001
2024-08-21,Receipt,Eagle Freight,0.0,10469.08,-4073450.470000001
2024-08-21,Receipt,Cash Customer,0.0,17823.24,-4055627.230000001
2024-08-21,Receipt,Cash Customer,0.0,16882.3,-4038744.930000001
2024-08-21,Payment,Engen,38700.0,0.0,-4077444.930000001
2024-08-21,Receipt,Helix Petroleum,0.0,10167.04,-4067277.890000001
2024-08-22,Receipt,Cash Customer,0.0,19213.2,-4048064.690000001
2024-08-22,Payment,Engen,33000.0,0.0,-4081064.690000001
2024-08-22,Payment,Engen,35700.0,0.0,-4116764.690000001
2024-08-22,Receipt,Kappa Transporters,0.0,12308.8,-4104455.890000001
2024-08-22,Receipt,Kappa Transporters,0.0,10505.88,-4093950.010000001
2024-08-22,Receipt,Eagle Freight,0.0,3645.04,-4090304.970000001
2024-08-22,Receipt,Cash Customer,0.0,17048.63,-4073256.3400000012
2024-08-22,Receipt,Delta Haulage,0.0,8350.83,-4064905.510000001
2024-08-22,Payment,Engen,28500.0,0.0,-4093405.510000001
2024-08-23,Payment,Engen,19350.0,0.0,-4112755.510000001
2024-08-23,Payment,Engen,29000.0,0.0,-4141755.510000001
2024-08-23,Payment,Engen,25000.0,0.0,-4166755.510000001
2024-08-23,Payment,Engen,17100.0,0.0,-4183855.510000001
2024-08-23,Receipt,Ivy Fuels,0.0,9167.34,-4174688.1700000013
2024-08-23,Payment,Engen,19500.0,0.0,-4194188.1700000013
2024-08-23,Payment,Engen,16500.0,0.0,-4210688.170000002
2024-08-23,Payment,Engen,39900.0,0.0,-4250588.170000002
2024-08-23,Receipt,Cash Customer,0.0,16830.56,-4233757.610000001
2024-08-23,Receipt,Cash Customer,0.0,26161.2,-4207596.410000001
2024-08-23,Receipt,Alpha Transport,0.0,7967.03,-4199629.380000001
2024-08-23,Receipt,Giga Haulers,0.0,2096.08,-4197533.300000001
2024-08-23,Receipt,Eagle Freight,0.0,9343.16,-4188190.140000001
2024-08-23,Payment,Engen,19050.0,0.0,-4207240.140000001
2024-08-24,Receipt,Cash Customer,0.0,25240.6,-4181999.540000001
2024-08-24,Receipt,Beta Logistics,0.0,11324.3,-4170675.240000001
2024-08-24,Receipt,Eagle Freight,0.0,4559.11,-4166116.1300000013
2024-08-24,Payment,Engen,25600.0,0.0,-4191716.1300000013
2024-08-24,Payment,Engen,24600.0,0.0,-4216316.130000001
2024-08-24,Payment,Engen,26400.0,0.0,-4242716.130000001
2024-08-24,Receipt,Cash Customer,0.0,20078.7,-4222637.430000002
2024-08-24,Payment,Engen,26400.0,0.0,-4249037.430000002
2024-08-24,Payment,Engen,30750.0,0.0,-4279787.430000002
2024-08-24,Receipt,Jupiter Energy,0.0,4094.56,-4275692.870000001
2024-08-24,Receipt,Kappa Transporters,0.0,8494.0,-4267198.870000001
2024-08-24,Receipt,Beta Logistics,0.0,11910.4,-4255288.470000001
2024-08-24,Payment,Engen,30500.0,0.0,-4285788.470000001
2024-08-25,Payment,Engen,16950.0,0.0,-4302738.470000001
2024-08-25,Payment,Engen,18450.0,0.0,-4321188.470000001
2024-08-25,Payment,Engen,38400.0,0.0,-4359588.470000001
2024-08-25,Payment,Engen,19950.0,0.0,-4379538.470000001
2024-08-25,Payment,Engen,16650.0,0.0,-4396188.470000001
2024-08-25,Payment,Engen,16650.0,0.0,-4412838.470000001
2024-08-25,Payment,Engen,40200.0,0.0,-4453038.470000001
2024-08-25,Payment,Engen,23000.0,0.0,-4476038.470000001
2024-08-25,Receipt,Cash Customer,0.0,23941.74,-4452096.73
2024-08-25,Receipt,Cash Customer,0.0,23039.77,-4429056.960000001
2024-08-25,Receipt,Jupiter Energy,0.0,8568.4,-4420488.5600000005
2024-08-25,Receipt,Civic Petroleum,0.0,2443.18,-4418045.380000001
2024-08-25,Receipt,Jupiter Energy,0.0,5370.97,-4412674.41
2024-08-25,Receipt,Beta Logistics,0.0,10922.8,-4401751.610000001
2024-08-26,Payment,Engen,16800.0,0.0,-4418551.610000001
2024-08-26,Payment,Engen,17550.0,0.0,-4436101.610000001
2024-08-26,Payment,Engen,29250.0,0.0,-4465351.610000001
2024-08-26,Payment,Engen,19200.0,0.0,-4484551.610000001
2024-08-26,Receipt,Helix Petroleum,0.0,9542.52,-4475009.090000001
2024-08-26,Receipt,Omega Cargo,0.0,9105.54,-4465903.550000001
2024-08-26,Receipt,Omega Cargo,0.0,11036.8,-4454866.750000001
2024-08-26,Receipt,Cash Customer,0.0,17174.85,-4437691.9
2024-08-26,Receipt,Cash Customer,0.0,24224.93,-4413466.970000001
2024-08-26,Receipt,MaxDrive Ltd,0.0,7672.32,-4405794.65
2024-08-27,Payment,Engen,29250.0,0.0,-4435044.65
2024-08-27,Payment,Engen,39900.0,0.0,-4474944.65
2024-08-27,Payment,Engen,34200.0,0.0,-4509144.65
2024-08-27,Receipt,Alpha Transport,0.0,12293.82,-4496850.83
2024-08-27,Receipt,Jupiter Energy,0.0,7156.8,-4489694.03
2024-08-27,Receipt,MaxDrive Ltd,0.0,9367.8,-4480326.23
2024-08-27,Receipt,Lumen Traders,0.0,4354.48,-4475971.75
2024-08-27,Receipt,Helix Petroleum,0.0,6478.7,-4469493.05
2024-08-27,Receipt,Cash Customer,0.0,19612.9,-4449880.149999999
2024-08-27,Receipt,Cash Customer,0.0,26481.75,-4423398.399999999
2024-08-27,Receipt,Kappa Transporters,0.0,4865.46,-4418532.9399999995
2024-08-28,Payment,Engen,24600.0,0.0,-4443132.9399999995
2024-08-28,Payment,Engen,37200.0,0.0,-4480332.9399999995
2024-08-28,Payment,Engen,25000.0,0.0,-4505332.9399999995
2024-08-28,Payment,Engen,17400.0,0.0,-4522732.9399999995
2024-08-28,Payment,Engen,21800.0,0.0,-4544532.9399999995
2024-08-28,Payment,Engen,38100.0,0.0,-4582632.9399999995
2024-08-28,Receipt,Cash Customer,0.0,18634.8,-4563998.14
2024-08-28,Receipt,Delta Haulage,0.0,3510.45,-4560487.6899999995
2024-08-28,Receipt,Civic Petroleum,0.0,9203.04,-4551284.649999999
2024-08-28,Receipt,Eagle Freight,0.0,5827.2,-4545457.449999999
2024-08-28,Receipt,Cash Customer,0.0,18531.2,-4526926.249999999
2024-08-29,Receipt,Cash Customer,0.0,19530.08,-4507396.169999999
2024-08-29,Receipt,Cash Customer,0.0,24655.41,-4482740.759999999
2024-08-29,Receipt,MaxDrive Ltd,0.0,8155.56,-4474585.199999999
2024-08-29,Receipt,Helix Petroleum,0.0,11685.51,-4462899.6899999995
2024-08-29,Payment,Engen,19200.0,0.0,-4482099.6899999995
2024-08-29,Payment,Engen,26400.0,0.0,-4508499.6899999995
2024-08-29,Payment,Engen,24600.0,0.0,-4533099.6899999995
2024-08-29,Payment,Engen,23200.0,0.0,-4556299.6899999995
2024-08-29,Payment,Engen,39000.0,0.0,-4595299.6899999995
2024-08-29,Payment,Engen,25200.0,0.0,-4620499.6899999995
2024-08-29,Receipt,Beta Logistics,0.0,1863.4,-4618636.289999999
2024-08-29,Payment,Engen,19050.0,0.0,-4637686.289999999
2024-08-30,Payment,Engen,40200.0,0.0,-4677886.289999999
2024-08-30,Payment,Engen,34800.0,0.0,-4712686.289999999
2024-08-30,Payment,Engen,28750.0,0.0,-4741436.289999999
2024-08-30,Payment,Engen,29000.0,0.0,-4770436.289999999
2024-08-30,Receipt,Cash Customer,0.0,21213.9,-4749222.389999999
2024-08-30,Receipt,Jupiter Energy,0.0,11046.6,-4738175.789999999
2024-08-30,Receipt,Cash Customer,0.0,19489.98,-4718685.809999999
2024-08-30,Receipt,Eagle Freight,0.0,7433.9,-4711251.909999998
2024-08-30,Receipt,Falcon Movers,0.0,9026.54,-4702225.369999998
2024-08-30,Receipt,Helix Petroleum,0.0,8643.89,-4693581.479999999
2024-08-30,Receipt,Jupiter Energy,0.0,4353.42,-4689228.059999999
2024-08-30,Receipt,Nexus Fuels,0.0,12388.87,-4676839.189999999
2024-08-31,Payment,Engen,37800.0,0.0,-4714639.189999999
2024-08-31,Payment,Engen,36300.0,0.0,-4750939.189999999
2024-08-31,Payment,Engen,31250.0,0.0,-4782189.189999999
2024-08-31,Payment,Engen,24800.0,0.0,-4806989.189999999
2024-08-31,Receipt,Cash Customer,0.0,20900.23,-4786088.959999998
2024-08-31,Receipt,Cash Customer,0.0,18456.92,-4767632.039999998
2024-08-31,Receipt,Lumen Traders,0.0,11107.2,-4756524.839999998
2024-08-31,Receipt,Falcon Movers,0.0,3801.84,-4752722.999999998
2024-08-31,Receipt,Alpha Transport,0.0,3301.76,-4749421.239999998
2024-08-31,Receipt,Alpha Transport,0.0,3674.3,-4745746.939999999
2024-09-01,Payment,Engen,29500.0,0.0,-4775246.939999999
2024-09-01,Receipt,Cash Customer,0.0,15703.76,-4759543.179999999
2024-09-01,Receipt,Cash Customer,0.0,13609.57,-4745933.6099999985
2024-09-01,Receipt,Ivy Fuels,0.0,5376.95,-4740556.659999998
2024-09-01,Payment,Engen,36300.0,0.0,-4776856.659999998
2024-09-01,Receipt,Ivy Fuels,0.0,9677.65,-4767179.009999998
2024-09-01,Receipt,Kappa Transporters,0.0,8852.8,-4758326.209999998
2024-09-01,Payment,Engen,17700.0,0.0,-4776026.209999998
2024-09-01,Receipt,Eagle Freight,0.0,11758.4,-4764267.809999998
2024-09-01,Payment,Engen,33500.0,0.0,-4797767.809999998
2024-09-01,Payment,Engen,17850.0,0.0,-4815617.809999998
2024-09-02,Payment,Engen,25600.0,0.0,-4841217.809999998
2024-09-02,Payment,Engen,25800.0,0.0,-4867017.809999998
2024-09-02,Payment,Engen,37800.0,0.0,-4904817.809999998
2024-09-02,Receipt,Eagle Freight,0.0,4025.48,-4900792.329999997
2024-09-02,Payment,Engen,24800.0,0.0,-4925592.329999997
2024-09-02,Receipt,Cash Customer,0.0,19362.72,-4906229.609999998
2024-09-02,Receipt,Cash Customer,0.0,19228.56,-4887001.049999998
2024-09-02,Receipt,Falcon Movers,0.0,9449.98,-4877551.0699999975
2024-09-02,Receipt,Eagle Freight,0.0,7444.94,-4870106.129999997
2024-09-02,Receipt,Omega Cargo,0.0,6013.8,-4864092.329999997
2024-09-02,Payment,Engen,24400.0,0.0,-4888492.329999997
2024-09-03,Receipt,Falcon Movers,0.0,4454.1,-4884038.229999998
2024-09-03,Payment,Engen,29000.0,0.0,-4913038.229999998
2024-09-03,Payment,Engen,29500.0,0.0,-4942538.229999998
2024-09-03,Receipt,Nexus Fuels,0.0,3384.92,-4939153.309999998
2024-09-03,Receipt,Falcon Movers,0.0,1584.0,-4937569.309999998
2024-09-03,Receipt,Ivy Fuels,0.0,6969.0,-4930600.309999998
2024-09-03,Receipt,Cash Customer,0.0,20606.4,-4909993.909999997
2024-09-03,Receipt,Cash Customer,0.0,25796.65,-4884197.259999997
2024-09-03,Receipt,Beta Logistics,0.0,4378.73,-4879818.529999997
2024-09-03,Payment,Engen,19950.0,0.0,-4899768.529999997
2024-09-03,Payment,Engen,38400.0,0.0,-4938168.529999997
